id,gender_encoded,category_bottom,category_footwear,category_top,style_casual,style_formal,style_sportswear
6134,1,0,1,0,1,0,0
47213,1,0,1,0,0,1,0
9940,1,0,0,1,1,0,0
17563,1,0,0,1,0,1,0
8892,1,1,0,0,0,1,0
51376,1,0,1,0,1,0,0
43475,1,0,1,0,1,0,0
28944,0,1,0,0,1,0,0
13305,0,1,0,0,1,0,0
3680,1,0,0,1,1,0,0
8268,1,0,0,1,1,0,0
7220,1,0,1,0,0,1,0
45782,0,0,0,1,1,0,0
5577,1,0,1,0,0,0,1
20315,1,0,0,1,1,0,0
14120,0,0,0,1,1,0,0
33702,1,0,1,0,1,0,0
39836,0,0,0,1,1,0,0
20127,0,0,0,1,1,0,0
14312,1,0,0,1,0,0,1
44462,0,0,1,0,1,0,0
5745,1,0,0,1,1,0,0
57849,0,0,1,0,1,0,0
37190,0,0,0,1,1,0,0
33530,0,0,1,0,1,0,0
58801,1,0,0,1,1,0,0
57075,0,1,0,0,1,0,0
13137,1,0,1,0,1,0,0
43647,0,0,0,1,1,0,0
31267,1,0,0,1,1,0,0
29298,0,0,0,1,1,0,0
16445,1,0,0,1,1,0,0
51382,1,1,0,0,1,0,0
8866,1,0,0,1,1,0,0
46335,0,0,1,0,0,0,1
7012,1,0,0,1,1,0,0
58459,1,0,0,1,1,0,0
14776,1,0,0,1,0,1,0
33968,0,0,0,1,1,0,0
5321,1,0,1,0,1,0,0
36426,1,0,1,0,0,0,1
52163,0,0,0,1,1,0,0
33154,1,0,0,1,1,0,0
25031,1,0,0,1,0,0,1
31603,1,0,0,1,1,0,0
12481,1,0,1,0,0,1,0
13553,0,0,1,0,1,0,0
2104,1,0,0,1,1,0,0
43223,0,1,0,0,0,1,0
16021,1,1,0,0,1,0,0
7476,1,0,0,1,1,0,0
19855,1,0,0,1,1,0,0
18987,1,0,0,1,1,0,0
34371,1,0,0,1,1,0,0
2938,0,0,0,1,1,0,0
26486,1,0,0,1,1,0,0
2336,1,0,0,1,1,0,0
13761,1,0,0,1,1,0,0
27554,1,0,0,1,0,1,0
16213,1,0,0,1,0,0,1
6796,1,0,0,1,1,0,0
44234,1,0,1,0,0,0,1
5113,0,0,0,1,1,0,0
20771,0,0,1,0,1,0,0
15496,0,0,1,0,1,0,0
36614,0,0,1,0,1,0,0
40694,1,0,1,0,1,0,0
11036,0,0,0,1,1,0,0
6937,1,0,0,1,1,0,0
9143,0,1,0,0,1,0,0
3479,1,0,0,1,0,0,1
8091,1,0,1,0,0,0,1
51349,1,0,1,0,1,0,0
29253,1,0,1,0,0,0,1
12812,1,1,0,0,0,0,1
56950,0,0,1,0,1,0,0
59124,1,0,0,1,1,0,0
32429,1,1,0,0,0,0,1
40009,1,0,0,1,1,0,0
37967,0,0,1,0,1,0,0
15039,0,0,0,1,1,0,0
1920,1,0,1,0,1,0,0
11499,0,0,1,0,1,0,0
18726,0,0,0,1,1,0,0
26815,1,0,0,1,0,1,0
29061,0,0,0,1,1,0,0
22489,1,0,1,0,0,0,1
53248,1,1,0,0,0,1,0
1578,1,0,0,1,0,0,1
39697,1,0,0,1,1,0,0
4836,1,0,0,1,1,0,0
12678,1,1,0,0,1,0,0
42108,1,0,0,1,1,0,0
48432,1,0,0,1,1,0,0
9715,1,0,1,0,0,1,0
29405,1,1,0,0,0,1,0
34188,1,0,0,1,1,0,0
18170,1,0,0,1,1,0,0
17904,1,0,0,1,0,0,1
35268,0,0,0,1,1,0,0
47648,1,0,1,0,0,1,0
24914,1,0,0,1,1,0,0
4238,1,0,0,1,1,0,0
38577,1,1,0,0,0,0,1
11835,1,0,1,0,1,0,0
5910,0,0,1,0,1,0,0
41779,0,0,0,1,1,0,0
39663,1,0,1,0,1,0,0
11009,1,0,0,1,1,0,0
35892,1,0,0,1,1,0,0
22825,1,0,1,0,1,0,0
2309,0,0,0,1,0,0,1
28523,1,0,0,1,1,0,0
16822,0,0,0,1,1,0,0
8401,1,0,0,1,0,0,1
7449,1,0,0,1,1,0,0
14749,1,0,0,1,0,1,0
33957,0,1,0,0,1,0,0
36419,0,0,1,0,0,0,1
38583,1,0,0,1,1,0,0
44805,0,0,0,1,1,0,0
13108,1,1,0,0,0,0,1
31258,1,0,0,1,1,0,0
7811,1,0,0,1,1,0,0
13934,1,0,0,1,1,0,0
8859,1,0,0,1,1,0,0
39809,1,1,0,0,0,1,0
36841,0,1,0,0,1,0,0
39207,0,0,1,0,1,0,0
9385,1,0,1,0,0,0,1
19600,0,0,0,1,1,0,0
42598,1,0,0,1,1,0,0
27933,0,0,0,1,1,0,0
34518,0,0,1,0,1,0,0
16648,1,0,0,1,1,0,0
26481,1,0,0,1,1,0,0
27553,1,0,0,1,1,0,0
2331,1,0,0,1,1,0,0
16214,1,1,0,0,0,0,1
7643,1,0,0,1,0,0,1
6791,1,0,0,1,1,0,0
20776,0,0,1,0,1,0,0
5114,0,0,0,1,1,0,0
44233,1,0,1,0,1,0,0
15491,0,0,1,0,0,1,0
33361,1,0,1,0,0,1,0
38789,1,0,0,1,1,0,0
40693,1,0,1,0,1,0,0
5928,0,0,1,0,1,0,0
11031,0,0,0,1,1,0,0
41741,0,0,1,0,1,0,0
5326,1,0,1,0,1,0,0
14771,1,0,0,1,0,1,0
52164,0,0,0,1,1,0,0
33153,0,0,0,1,1,0,0
1786,1,0,1,0,0,0,1
25036,0,1,0,0,1,0,0
12486,1,0,1,0,0,1,0
31604,1,0,0,1,0,0,1
8439,0,0,0,1,1,0,0
43224,0,1,0,0,0,1,0
2103,1,0,0,1,1,0,0
13554,0,0,1,0,1,0,0
7471,1,0,0,1,1,0,0
19852,1,0,0,1,1,0,0
16026,1,0,0,1,1,0,0
34376,1,0,0,1,1,0,0
18980,1,0,0,1,1,0,0
39831,0,1,0,0,1,0,0
5742,1,0,0,1,1,0,0
37197,0,1,0,0,1,0,0
44465,0,0,1,0,1,0,0
14315,1,0,0,1,0,0,1
20120,0,0,0,1,1,0,0
25452,1,0,1,0,1,0,0
57072,0,1,0,0,1,0,0
33537,0,0,1,0,1,0,0
43640,0,0,0,1,1,0,0
13130,1,0,1,0,1,0,0
7829,1,0,0,1,1,0,0
31260,1,0,0,1,1,0,0
7015,1,0,0,1,1,0,0
46332,1,0,1,0,1,0,0
16442,1,0,0,1,1,0,0
8861,1,0,0,1,1,0,0
13302,1,1,0,0,1,0,0
28943,0,1,0,0,1,0,0
2755,1,0,0,1,1,0,0
3687,0,0,0,1,1,0,0
19638,0,0,0,1,1,0,0
34520,0,0,1,0,1,0,0
7227,1,0,1,0,0,1,0
45785,0,0,1,0,1,0,0
14127,1,1,0,0,1,0,0
20312,1,0,0,1,1,0,0
11455,1,0,0,1,1,0,0
33705,1,0,1,0,1,0,0
15233,1,0,1,0,1,0,0
56968,0,0,1,0,1,0,0
32411,1,0,0,1,1,0,0
11693,1,0,0,1,1,0,0
57086,0,1,0,0,1,0,0
24574,1,0,0,1,1,0,0
30346,1,0,0,1,1,0,0
12016,1,0,0,1,0,1,0
3441,0,0,0,1,0,0,1
31294,1,0,0,1,1,0,0
9947,1,0,0,1,0,0,1
17564,1,0,0,1,0,1,0
47214,1,0,1,0,0,1,0
6133,1,0,1,0,1,0,0
8895,1,0,0,1,1,0,0
43486,1,0,0,1,1,0,0
3673,1,0,1,0,0,0,1
12224,1,1,0,0,0,1,0
17756,1,0,1,0,1,0,0
4456,1,0,0,1,0,0,1
21234,1,0,0,1,1,0,0
15001,1,0,0,1,1,0,0
5584,1,0,1,0,0,0,1
32623,1,0,0,1,0,0,1
10573,1,0,0,1,1,0,0
3217,1,0,0,1,1,0,0
42130,1,0,1,0,0,0,1
12640,1,0,0,1,1,0,0
26475,1,0,0,1,1,0,0
54055,0,1,0,0,1,0,0
13792,1,0,0,1,1,0,0
46590,0,0,1,0,1,0,0
6765,1,0,0,1,1,0,0
20782,0,0,1,0,1,0,0
37735,1,0,0,1,1,0,0
4032,1,0,0,1,1,0,0
15465,1,0,0,1,1,0,0
1540,1,0,0,1,1,0,0
40667,0,0,0,1,1,0,0
10117,1,0,1,0,0,0,1
14785,1,0,0,1,0,1,0
32849,0,0,1,0,1,0,0
4200,1,0,0,1,1,0,0
40455,1,0,1,0,1,0,0
41587,1,0,0,1,1,0,0
12472,1,0,1,0,0,1,0
26647,1,0,1,0,1,0,0
3819,0,0,0,1,1,0,0
23335,0,0,0,1,1,0,0
18974,1,0,0,1,1,0,0
34382,1,0,0,1,1,0,0
36248,1,0,0,1,1,0,0
14118,1,1,0,0,1,0,0
44668,0,0,0,1,1,0,0
39200,0,0,1,0,1,0,0
14924,1,0,0,1,1,0,0
9382,1,0,1,0,1,0,0
46903,1,1,0,0,1,0,0
19607,0,0,0,1,1,0,0
27934,0,0,0,1,1,0,0
28140,1,1,0,0,1,0,0
7218,1,0,1,0,0,1,0
2558,0,1,0,0,1,0,0
7816,0,0,1,0,1,0,0
13933,0,0,0,1,1,0,0
45588,1,0,1,0,0,1,0
58005,0,0,0,1,1,0,0
11658,0,0,0,1,1,0,0
20923,0,0,1,0,1,0,0
33508,0,1,0,0,1,0,0
19051,0,0,1,0,1,0,0
16825,0,0,0,1,1,0,0
8406,1,1,0,0,0,0,1
16019,1,1,0,0,1,0,0
2900,0,0,1,0,1,0,0
34349,1,0,0,1,1,0,0
5319,0,0,1,0,0,0,1
33950,1,0,0,1,1,0,0
44802,0,0,0,1,1,0,0
57429,0,0,0,1,1,0,0
38584,1,0,0,1,1,0,0
11832,1,0,1,0,1,0,0
5917,0,0,1,0,1,0,0
39664,1,0,1,0,1,0,0
22822,1,0,1,0,1,0,0
13759,1,0,0,1,0,1,0
28524,1,0,0,1,1,0,0
9520,1,0,0,1,0,1,0
17903,0,1,0,0,0,0,1
6568,1,0,0,1,0,0,1
24913,1,0,0,1,1,0,0
58495,0,0,0,1,1,0,0
33198,0,0,0,1,1,0,0
38570,0,1,0,0,0,0,1
10128,1,0,1,0,0,1,0
4831,1,1,0,0,0,0,1
32278,1,0,1,0,0,0,1
3228,0,0,1,0,1,0,0
27598,1,1,0,0,1,0,0
9712,1,0,0,1,1,0,0
23904,1,0,1,0,1,0,0
48435,1,0,0,1,1,0,0
29402,1,1,0,0,0,1,0
7688,1,1,0,0,0,0,1
23138,1,0,0,1,1,0,0
4469,1,0,1,0,0,0,1
38326,0,0,0,1,1,0,0
18721,0,0,0,1,1,0,0
31099,1,0,0,1,1,0,0
17769,1,0,1,0,1,0,0
26812,1,0,0,1,0,1,0
35439,1,0,0,1,1,0,0
9144,0,1,0,0,1,0,0
6930,1,0,0,1,1,0,0
12029,1,0,0,1,0,1,0
29254,1,0,1,0,0,0,1
16489,1,0,0,1,1,0,0
59123,1,0,0,1,1,0,0
56957,0,0,1,0,1,0,0
5789,0,1,0,0,1,0,0
37960,0,0,1,0,1,0,0
5109,0,0,0,1,1,0,0
39646,1,0,1,0,1,0,0
5935,0,0,0,1,1,0,0
38794,1,0,0,1,1,0,0
19241,1,0,0,1,1,0,0
22800,1,0,0,1,1,0,0
28506,1,1,0,0,0,0,1
34159,0,0,0,1,1,0,0
16209,1,0,0,1,1,0,0
13549,0,0,1,0,1,0,0
43239,1,0,1,0,0,0,1
16807,1,0,0,1,1,0,0
31619,1,0,0,1,0,1,0
2922,1,0,0,1,1,0,0
33972,0,0,0,1,1,0,0
8040,1,0,0,1,0,0,1
7834,1,0,0,1,1,0,0
51398,1,1,0,0,1,0,0
29282,1,0,0,1,1,0,0
7008,1,0,0,1,1,0,0
13911,1,0,1,0,0,0,1
14308,1,0,0,1,1,0,0
57853,0,0,1,0,1,0,0
56981,0,0,1,0,1,0,0
20901,0,0,1,0,1,0,0
39010,0,0,0,1,1,0,0
33718,0,1,0,0,1,0,0
39222,0,0,0,1,1,0,0
11448,0,0,0,1,1,0,0
19625,0,0,0,1,1,0,0
8272,1,0,0,1,1,0,0
2748,1,0,0,1,1,0,0
22458,0,1,0,0,1,0,0
27916,0,1,0,0,0,1,0
31289,1,0,0,1,1,0,0
6912,0,0,1,0,1,0,0
48241,1,0,0,1,1,0,0
9166,1,1,0,0,1,0,0
8888,1,0,0,1,0,1,0
29276,0,0,0,1,1,0,0
47209,1,0,1,0,0,1,0
17579,1,1,0,0,1,0,0
56975,0,0,1,0,1,0,0
1905,1,0,0,1,1,0,0
12239,1,0,0,1,0,1,0
48073,1,0,0,1,1,0,0
29044,1,0,0,1,1,0,0
15478,0,0,0,1,1,0,0
59757,0,0,1,0,1,0,0
37728,1,0,0,1,1,0,0
4813,1,0,0,1,0,0,1
48417,1,0,0,1,1,0,0
23926,1,0,1,0,0,0,1
9730,1,0,0,1,1,0,0
26468,1,0,0,1,1,0,0
6778,1,0,0,1,1,0,0
9502,1,0,0,1,0,1,0
17921,1,0,0,1,0,0,1
18969,1,0,0,1,1,0,0
3804,1,0,1,0,1,0,0
29612,1,0,0,1,1,0,0
7498,0,0,0,1,0,0,1
32854,0,0,1,0,1,0,0
33986,0,0,0,1,1,0,0
40448,1,0,1,0,1,0,0
10338,1,0,0,1,1,0,0
42582,1,0,0,1,1,0,0
13320,1,0,0,1,1,0,0
7205,0,0,0,1,1,0,0
22467,1,0,0,1,1,0,0
49956,1,1,0,0,1,0,0
27929,0,1,0,0,1,0,0
44675,0,0,0,1,1,0,0
20330,1,0,0,1,1,0,0
14105,1,0,0,1,1,0,0
14939,1,1,0,0,1,0,0
41307,0,0,0,1,1,0,0
14337,1,0,1,0,1,0,0
5760,0,0,0,1,1,0,0
45595,1,0,1,0,0,1,0
52522,0,1,0,0,1,0,0
33515,0,0,1,0,1,0,0
10797,1,0,0,1,1,0,0
25470,1,0,1,0,0,0,1
31242,1,0,0,1,1,0,0
3497,0,0,1,0,1,0,0
19428,1,0,0,1,1,0,0
13112,1,1,0,0,0,0,1
43662,0,0,0,1,1,0,0
16460,1,0,0,1,1,0,0
8843,1,1,0,0,1,0,0
7037,1,0,1,0,1,0,0
9991,1,0,0,1,0,0,1
52146,0,0,0,1,1,0,0
15681,1,1,0,0,1,0,0
14753,1,0,0,1,0,1,0
41551,1,0,1,0,1,0,0
40483,0,0,1,0,0,0,1
33171,0,0,0,1,1,0,0
38599,1,0,0,1,1,0,0
57434,0,0,0,1,1,0,0
2121,0,0,0,1,1,0,0
26691,1,0,1,0,1,0,0
6581,1,0,0,1,0,0,1
34354,1,0,0,1,1,0,0
22231,1,0,1,0,0,1,0
16004,1,0,0,1,1,0,0
7453,1,0,0,1,1,0,0
2313,0,0,0,1,0,0,1
43034,1,0,0,1,1,0,0
13744,1,0,0,1,0,1,0
12696,1,0,1,0,0,0,1
50423,1,0,1,0,1,0,0
28539,1,0,0,1,0,0,1
34166,0,0,0,1,1,0,0
5136,0,0,0,1,1,0,0
20754,0,0,1,0,1,0,0
41763,0,0,0,1,1,0,0
11013,0,0,0,1,1,0,0
33343,1,0,1,0,0,1,0
4222,1,0,0,1,1,0,0
15675,1,1,0,0,1,0,0
58488,0,0,1,0,1,0,0
37525,1,0,0,1,1,0,0
33185,0,0,0,1,1,0,0
24132,1,0,0,1,1,0,0
10307,0,0,1,0,1,0,0
26665,1,0,1,0,1,0,0
6575,1,0,0,1,1,0,0
35272,0,0,0,1,1,0,0
48428,1,0,0,1,1,0,0
23919,0,0,1,0,1,0,0
12662,1,0,0,1,1,0,0
42112,1,0,0,1,1,0,0
3235,0,0,1,0,1,0,0
34192,1,0,0,1,1,0,0
6747,1,0,1,0,0,0,1
7695,0,1,0,0,1,0,0
51505,0,1,0,0,1,0,0
45337,0,0,1,0,1,0,0
37717,1,0,0,1,1,0,0
53252,1,1,0,0,1,0,0
14595,0,1,0,0,1,0,0
41797,0,0,0,1,1,0,0
56720,1,0,1,0,1,0,0
24300,1,0,1,0,1,0,0
1562,1,0,0,1,0,0,1
12206,1,0,0,1,1,0,0
3651,1,0,1,0,0,0,1
2783,1,0,0,1,1,0,0
35424,1,0,1,0,0,0,1
22493,1,0,1,0,1,0,0
53636,1,0,1,0,1,0,0
15023,1,0,0,1,0,0,1
4474,1,0,1,0,0,0,1
57296,1,0,0,1,1,0,0
32601,0,0,0,1,1,0,0
38935,0,1,0,0,1,0,0
57898,0,0,0,1,1,0,0
37141,1,0,0,1,1,0,0
5794,0,0,0,1,1,0,0
45561,0,0,0,1,1,0,0
15211,1,0,0,1,1,0,0
21024,1,0,0,1,0,1,0
24556,0,0,0,1,1,0,0
10763,1,0,0,1,0,0,1
32433,1,0,0,1,1,0,0
3463,0,0,1,0,0,0,1
12034,1,0,0,1,0,1,0
43696,1,0,0,1,1,0,0
29249,1,0,1,0,0,0,1
16494,1,0,0,1,1,0,0
51353,0,1,0,0,1,0,0
12808,1,0,0,1,0,0,1
6111,0,0,0,1,1,0,0
47236,1,0,1,0,1,0,0
17546,1,0,0,1,0,1,0
17926,0,1,0,0,1,0,0
12468,1,0,0,1,1,0,0
34398,1,0,0,1,1,0,0
32853,0,0,1,0,1,0,0
33981,0,1,0,0,1,0,0
4814,1,0,0,1,0,0,1
38767,0,1,0,0,1,0,0
24338,1,0,0,1,1,0,0
23921,0,0,1,0,1,0,0
48410,1,0,0,1,1,0,0
47458,0,0,1,0,1,0,0
1902,1,0,0,1,0,0,1
10569,0,0,0,1,1,0,0
32639,1,0,0,1,0,0,1
3669,1,0,1,0,1,0,0
8281,1,0,0,1,1,0,0
48074,1,0,0,1,1,0,0
29043,1,1,0,0,0,0,1
26837,1,1,0,0,1,0,0
26239,1,0,0,1,1,0,0
9161,1,1,0,0,1,0,0
48246,1,0,0,1,1,0,0
18536,1,0,1,0,0,0,1
6915,0,0,0,1,0,0,1
22699,1,0,1,0,0,0,1
15229,1,0,1,0,1,0,0
59106,1,0,0,1,1,0,0
56972,0,0,1,0,1,0,0
37945,0,0,0,1,1,0,0
11689,1,0,0,1,1,0,0
20308,0,0,0,1,1,0,0
39225,0,1,0,0,1,0,0
31048,1,0,0,1,1,0,0
8275,1,0,0,1,1,0,0
19622,0,0,0,1,1,0,0
13318,1,0,0,1,1,0,0
48080,1,0,0,1,1,0,0
27911,0,1,0,0,0,1,0
7833,1,0,1,0,1,0,0
19410,1,0,0,1,1,0,0
8047,1,0,0,1,0,0,1
9195,1,1,0,0,1,0,0
46328,1,0,1,0,0,0,1
16458,1,0,0,1,1,0,0
13916,1,0,1,0,0,0,1
5758,0,0,0,1,1,0,0
57854,0,0,1,0,1,0,0
56986,0,0,1,0,1,0,0
57068,0,0,0,1,1,0,0
20906,0,0,1,0,1,0,0
2119,0,0,0,1,1,0,0
16800,1,1,0,0,1,0,0
19848,1,0,0,1,1,0,0
22209,1,0,0,1,1,0,0
33975,0,0,0,1,1,0,0
33149,0,1,0,0,1,0,0
11817,1,0,1,0,1,0,0
14559,1,0,1,0,1,0,0
44229,1,0,1,0,0,0,1
39641,1,0,1,0,1,0,0
40689,1,0,1,0,0,1,0
38793,1,0,0,1,1,0,0
5932,1,0,1,0,1,0,0
22807,1,0,0,1,1,0,0
8611,1,0,0,1,1,0,0
19246,1,0,0,1,1,0,0
28501,1,1,0,0,0,0,1
37146,1,0,0,1,1,0,0
5793,1,0,0,1,1,0,0
38932,0,1,0,0,1,0,0
21023,1,0,0,1,1,0,0
4641,1,0,1,0,0,0,1
10764,1,0,0,1,1,0,0
32434,1,0,0,1,0,0,1
12033,1,0,0,1,0,1,0
43691,0,0,0,1,1,0,0
18509,1,0,0,1,1,0,0
16493,1,0,0,1,1,0,0
51354,0,1,0,0,1,0,0
9962,1,0,0,1,0,0,1
17541,1,0,0,1,0,1,0
6116,1,0,0,1,1,0,0
3656,1,0,1,0,0,0,1
29840,1,0,0,1,1,0,0
28992,1,0,0,1,1,0,0
2784,1,0,0,1,1,0,0
22494,1,0,1,0,0,0,1
35423,0,0,1,0,0,0,1
26808,1,1,0,0,0,1,0
44686,0,1,0,0,1,0,0
4473,1,0,1,0,0,0,1
57291,1,0,0,1,1,0,0
27582,1,0,0,1,1,0,0
54070,1,0,1,0,0,0,1
9708,1,0,0,1,1,0,0
3232,1,0,1,0,0,0,1
42115,1,1,0,0,1,0,0
12665,1,0,0,1,1,0,0
26450,0,0,1,0,0,0,1
34195,1,0,0,1,1,0,0
6740,0,0,1,0,0,0,1
51502,0,1,0,0,1,0,0
7692,0,0,0,1,1,0,0
45330,0,0,1,0,1,0,0
4017,1,0,1,0,1,0,0
37710,1,0,0,1,1,0,0
41790,0,0,0,1,1,0,0
24307,1,0,0,1,1,0,0
15672,1,1,0,0,1,0,0
4225,1,0,0,1,1,0,0
37522,1,1,0,0,1,0,0
24909,1,0,0,1,1,0,0
24135,1,0,0,1,1,0,0
1757,1,0,0,1,0,0,1
33182,0,0,0,1,1,0,0
17919,0,0,0,1,1,0,0
26662,1,0,1,0,1,0,0
6572,1,0,0,1,0,0,1
54084,0,0,0,1,1,0,0
13743,1,0,0,1,1,0,0
43033,1,0,0,1,0,1,0
2314,1,0,0,1,0,0,1
22838,1,0,1,0,1,0,0
49509,1,0,1,0,1,0,0
12691,1,0,1,0,0,0,1
34161,0,0,0,1,1,0,0
16231,1,0,0,1,1,0,0
7666,1,0,0,1,0,0,1
11828,1,0,1,0,1,0,0
14566,1,0,1,0,1,0,0
20753,0,0,1,0,1,0,0
5131,0,0,0,1,1,0,0
11014,0,0,0,1,1,0,0
41764,0,0,0,1,1,0,0
33344,1,0,1,0,0,1,0
1591,1,1,0,0,0,0,1
52141,0,0,0,1,1,0,0
15686,1,1,0,0,1,0,0
14754,1,0,0,1,0,1,0
57433,0,0,0,1,1,0,0
2126,1,0,0,1,1,0,0
18199,0,0,0,1,1,0,0
26696,1,0,1,0,0,0,1
6586,1,0,0,1,1,0,0
34353,1,0,0,1,1,0,0
7454,1,0,0,1,1,0,0
16003,1,0,0,1,1,0,0
22236,1,0,1,0,1,0,0
5767,0,0,0,1,1,0,0
14330,1,0,1,0,0,0,1
52525,0,1,0,0,1,0,0
45592,1,0,1,0,0,1,0
10790,1,0,0,1,1,0,0
33512,0,0,1,0,1,0,0
25477,1,0,1,0,0,0,1
31245,1,0,0,1,1,0,0
43665,0,0,0,1,1,0,0
13115,1,0,1,0,1,0,0
7030,1,0,0,1,1,0,0
16467,1,0,0,1,1,0,0
8844,1,1,0,0,1,0,0
9996,0,0,0,1,1,0,0
13929,1,0,0,1,1,0,0
34737,1,0,1,0,0,0,1
42585,1,0,0,1,1,0,0
13327,1,0,0,1,1,0,0
9398,1,0,1,0,0,0,1
7202,0,0,0,1,1,0,0
14102,0,0,0,1,1,0,0
20337,1,0,0,1,0,0,1
44672,0,0,0,1,0,1,0
4487,1,0,1,0,0,0,1
33720,0,1,0,0,1,0,0
41300,0,0,0,1,1,0,0
18732,0,0,0,1,1,0,0
29849,1,1,0,0,1,0,0
12208,1,0,0,1,1,0,0
26801,1,0,0,1,0,1,0
59302,1,0,0,1,1,0,0
53638,1,0,1,0,1,0,0
38335,0,0,0,1,1,0,0
57298,0,0,1,0,1,0,0
59130,1,0,0,1,1,0,0
56944,0,0,1,0,1,0,0
57896,0,1,0,0,1,0,0
37973,1,0,1,0,1,0,0
9157,0,0,0,1,1,0,0
43698,1,0,0,1,1,0,0
18500,1,0,0,1,0,0,1
8085,0,0,1,0,0,0,1
17548,1,0,0,1,0,1,0
47238,1,0,1,0,1,0,0
12806,1,0,0,1,0,0,1
29247,1,0,0,1,0,0,1
10309,0,0,1,0,1,0,0
38563,1,1,0,0,1,0,0
3009,1,0,0,1,1,0,0
9533,1,0,0,1,0,0,1
17910,1,0,0,1,0,0,1
29623,1,0,0,1,0,1,0
18958,1,0,0,1,1,0,0
26459,0,0,1,0,1,0,0
9701,1,0,1,0,0,1,0
48426,1,0,0,1,1,0,0
23917,0,0,1,0,1,0,0
37719,1,0,0,1,1,0,0
45339,0,0,1,0,1,0,0
39683,1,0,1,0,0,0,1
41799,0,0,0,1,1,0,0
33943,1,0,0,1,1,0,0
52148,0,0,0,1,1,0,0
44811,0,0,0,1,1,0,0
38597,1,0,0,1,1,0,0
19042,0,0,1,0,1,0,0
8415,0,0,0,1,1,0,0
22831,1,0,1,0,1,0,0
12698,1,0,1,0,0,0,1
35886,1,0,0,1,1,0,0
34168,1,0,0,1,1,0,0
28537,1,0,0,1,0,0,1
5138,0,0,0,1,1,0,0
11821,1,0,1,0,1,0,0
5904,0,0,1,0,1,0,0
39677,1,0,1,0,1,0,0
9391,1,0,1,0,0,0,1
2779,1,0,0,1,1,0,0
46910,1,1,0,0,1,0,0
19614,0,0,0,1,1,0,0
49958,1,1,0,0,1,0,0
11479,0,0,0,1,1,0,0
39213,1,0,1,0,0,1,0
41309,0,0,0,1,1,0,0
14937,1,1,0,0,1,0,0
10799,1,0,0,1,1,0,0
7805,1,0,1,0,1,0,0
19426,1,0,0,1,1,0,0
49356,1,0,1,0,1,0,0
8071,0,0,1,0,0,0,1
13920,1,0,1,0,1,0,0
7039,1,0,1,0,1,0,0
20791,1,0,0,1,1,0,0
37726,1,0,0,1,1,0,0
15476,1,0,0,1,1,0,0
59759,0,0,1,0,1,0,0
40674,0,0,0,1,1,0,0
10104,1,0,1,0,0,0,1
24331,0,1,0,0,0,0,1
3204,1,0,0,1,1,0,0
42123,1,0,0,1,0,0,1
12653,1,0,0,1,1,0,0
26466,1,0,0,1,1,0,0
13781,1,1,0,0,0,1,0
48419,1,0,0,1,1,0,0
46583,0,0,1,0,1,0,0
47451,0,0,1,0,1,0,0
6776,1,0,0,1,1,0,0
26654,1,0,1,0,0,0,1
7496,0,0,0,1,0,0,1
34391,1,0,0,1,1,0,0
37514,1,1,0,0,1,0,0
21471,0,0,1,0,1,0,0
15644,1,1,0,0,0,0,1
4213,0,0,0,1,1,0,0
10336,0,0,0,1,1,0,0
41594,1,0,0,1,1,0,0
9168,1,1,0,0,1,0,0
2580,0,1,0,0,0,0,1
30355,1,0,0,1,1,0,0
12005,1,0,0,1,0,1,0
3452,1,0,1,0,0,0,1
31287,1,1,0,0,1,0,0
9954,1,0,0,1,0,0,1
17577,1,1,0,0,1,0,0
47207,1,0,1,0,1,0,0
12839,0,1,0,0,1,0,0
51362,0,1,0,0,1,0,0
22690,1,0,1,0,0,0,1
29278,1,0,0,1,1,0,0
15220,1,0,1,0,1,0,0
44482,1,0,1,0,1,0,0
53435,1,0,0,1,0,0,1
32402,0,0,0,1,1,0,0
11680,1,0,0,1,1,0,0
57095,0,1,0,0,1,0,0
10752,1,0,0,1,0,0,1
24567,0,0,0,1,1,0,0
40022,1,0,0,1,1,0,0
4445,1,0,1,0,0,0,1
21227,1,0,0,1,1,0,0
15012,1,0,0,1,0,0,1
37342,1,0,0,1,1,0,0
32630,1,0,0,1,0,0,1
24755,1,1,0,0,1,0,0
43495,1,0,0,1,1,0,0
8288,1,0,0,1,1,0,0
3660,1,0,1,0,0,0,1
12237,1,0,0,1,0,1,0
6312,0,0,0,1,1,0,0
17745,1,0,1,0,0,0,1
2574,0,1,0,0,1,0,0
13123,1,0,1,0,0,1,0
19419,1,1,0,0,1,0,0
31273,1,0,0,1,1,0,0
49369,1,0,1,0,1,0,0
7006,1,0,0,1,1,0,0
51396,1,1,0,0,1,0,0
8872,1,0,0,1,1,0,0
5751,0,0,0,1,1,0,0
37184,0,0,0,1,1,0,0
14306,1,0,0,1,1,0,0
20133,0,0,0,1,1,0,0
25441,1,0,1,0,1,0,0
11674,1,0,0,1,1,0,0
24593,0,0,0,1,1,0,0
33524,0,0,1,0,1,0,0
58815,0,0,1,0,1,0,0
45796,0,0,1,0,1,0,0
14134,0,1,0,0,0,0,1
20301,0,0,0,1,1,0,0
44644,0,0,0,1,1,0,0
11446,0,0,0,1,1,0,0
13311,1,0,0,1,1,0,0
48089,0,0,0,1,1,0,0
2746,1,0,0,1,1,0,0
3694,1,0,1,0,1,0,0
27918,0,1,0,0,0,1,0
